,dreamteam_count,now_cost,points_per_game,selected_by_percent,total_points,transfers_in,transfers_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,team,position,player_name
370,0,6.7,3.3,10.9,116,3775491,3405914,2804,5,7,9,54,0,0,0,6,0,0,15,394,575.8,671.5,862.0,211.3,Newcastle,Forward,Allan Saint-Maximin
371,0,5.0,2.0,0.2,59,47676,71012,1706,1,0,6,32,0,0,0,2,0,0,0,228,227.2,240.9,347.0,81.8,Newcastle,Midfielder,Miguel Almirón
372,0,4.3,2.0,0.5,48,143490,138008,1458,1,1,2,29,0,0,0,1,0,0,1,206,246.0,116.6,93.0,45.7,Newcastle,Midfielder,Sean Longstaff
373,1,5.9,2.4,1.7,83,363722,270123,2554,4,2,7,46,0,0,0,8,0,0,7,323,529.6,386.6,583.0,149.5,Newcastle,Forward,Joelinton Cássio Apolinário de Lira
374,0,4.2,2.0,0.1,10,9556,18396,261,0,0,1,4,0,0,0,1,0,0,0,39,39.4,13.8,2.0,5.6,Newcastle,Defender,Jamal Lewis
375,0,4.3,1.6,0.1,11,7585,19557,521,0,1,0,12,0,0,0,0,0,0,0,91,129.4,13.8,69.0,21.2,Newcastle,Defender,Federico Fernández
376,0,4.3,2.2,0.3,9,50848,66315,360,0,0,0,12,0,1,0,0,0,10,0,64,89.4,0.0,0.0,9.0,Newcastle,Goalkeeper,Freddie Woodman
377,0,4.9,4.7,0.3,28,164110,140033,429,2,0,1,5,0,0,0,0,0,0,3,101,164.8,128.3,14.0,30.8,Newcastle,Defender,Kieran Trippier
378,3,5.0,3.9,2.8,67,356596,105753,1031,5,1,4,13,0,0,0,4,0,0,11,245,407.6,190.9,323.0,92.3,Newcastle,Midfielder,Bruno Guimarães Rodriguez Moura
379,0,4.3,2.0,3.0,49,520857,930020,1852,0,1,2,52,0,0,0,2,0,0,1,283,280.2,458.7,134.0,87.2,Norwich,Midfielder,Billy Gilmour
380,0,3.9,1.4,4.6,36,1020895,840809,2119,0,1,2,52,0,0,0,8,0,0,4,346,371.0,289.3,80.0,74.5,Norwich,Defender,Brandon Williams
381,3,4.5,3.1,1.4,90,189364,213372,2610,0,0,5,62,1,0,0,1,0,106,11,527,799.8,13.4,0.0,81.4,Norwich,Goalkeeper,Tim Krul
382,2,6.1,3.8,9.6,142,1980603,1703648,3253,11,3,6,79,0,0,0,4,0,0,19,441,527.6,367.7,1087.0,198.2,Norwich,Forward,Teemu Pukki
383,0,4.4,1.2,0.2,23,48879,49011,759,0,0,0,16,0,0,0,0,0,0,0,112,89.4,129.6,117.0,33.5,Norwich,Midfielder,Lukas Rupp
384,0,4.9,2.2,0.1,69,21478,23078,2707,1,0,6,62,0,0,0,3,0,0,0,308,346.6,184.9,355.0,88.8,Norwich,Midfielder,Kenny McLean
385,0,4.4,2.2,0.2,71,43907,46592,2897,1,0,6,70,0,0,0,2,0,0,4,508,762.8,74.7,226.0,106.5,Norwich,Defender,Grant Hanley
386,0,4.4,1.3,0.0,20,4027,4887,1023,0,0,2,27,0,0,0,3,0,0,0,163,216.4,58.0,121.0,39.7,Norwich,Defender,Sam Byram
387,0,5.1,2.2,0.1,41,6646,9047,905,1,1,2,24,0,0,0,0,0,0,1,122,133.8,246.2,80.0,45.7,Norwich,Midfielder,Kieran Dowell
388,0,4.4,0.0,0.0,0,2924,9001,156,0,0,0,8,0,0,0,0,0,0,0,16,24.8,0.8,11.0,3.7,Norwich,Defender,Christoph Zimmermann
389,0,5.3,1.2,0.2,10,28054,72538,438,0,0,0,15,0,0,0,2,0,0,0,48,34.4,48.5,20.0,10.3,Norwich,Midfielder,Todd Cantwell
390,0,4.3,1.6,0.9,55,93800,200122,2879,0,2,4,69,1,0,0,8,0,0,2,413,511.4,318.2,184.0,100.9,Norwich,Defender,Max Aarons
391,0,4.3,0.9,0.0,9,1545,5374,600,0,0,0,18,0,0,0,0,0,0,0,92,112.2,13.5,88.0,21.5,Norwich,Defender,Jacob Sørensen
392,0,4.7,1.5,0.0,18,2890,3865,499,0,0,1,12,0,0,0,1,0,0,0,60,61.0,77.2,139.0,27.9,Norwich,Midfielder,Przemyslaw Placheta
393,0,4.8,2.1,0.5,36,238349,243120,617,1,2,1,11,0,0,0,0,0,0,3,107,120.2,84.0,187.0,38.5,Norwich,Forward,Adam Idah
394,1,3.9,2.8,2.0,14,484329,477743,381,1,0,0,9,0,0,0,1,0,0,3,74,126.4,5.7,35.0,16.8,Norwich,Defender,Andrew Omobamidele
395,0,4.0,3.4,1.8,31,199946,164276,810,0,0,1,22,0,1,0,0,0,35,3,177,305.4,0.0,0.0,30.6,Norwich,Goalkeeper,Angus Gunn
396,0,5.2,2.3,0.1,70,27806,37275,2228,1,2,4,56,0,0,0,0,0,0,0,191,297.4,527.8,460.0,128.7,Norwich,Midfielder,Milot Rashica
397,0,4.4,1.9,0.1,53,11409,15467,2494,0,0,6,57,0,0,0,3,1,0,0,412,549.8,46.7,139.0,73.8,Norwich,Defender,Ben Gibson
398,0,4.4,2.2,0.1,39,7104,11591,1165,0,1,4,27,0,0,0,2,0,0,2,241,264.0,137.4,51.0,45.3,Norwich,Defender,Dimitris Giannoulis
399,0,4.8,2.1,0.1,70,17963,20516,2261,1,2,5,55,0,0,0,5,0,0,1,341,365.0,390.1,243.0,99.6,Norwich,Midfielder,Pierre Lees-Melou
400,0,3.9,0.0,0.2,0,18099,33073,45,0,0,0,3,0,0,0,0,0,0,0,6,9.6,3.3,0.0,1.3,Norwich,Defender,Bali Mumba
401,1,5.4,2.3,0.2,60,93315,88832,1566,2,2,4,33,0,0,0,1,0,0,3,205,189.0,166.7,323.0,68.0,Norwich,Forward,Joshua Sargent
402,0,4.8,1.1,0.0,16,5431,9181,326,0,0,0,9,0,0,0,0,0,0,0,58,38.6,97.0,107.0,24.1,Norwich,Midfielder,Christos Tzolis
403,0,4.3,1.6,0.0,18,11272,10809,923,0,0,2,25,0,0,0,2,0,0,0,137,166.2,23.9,65.0,25.6,Norwich,Defender,Ozan Kabak
404,0,4.5,2.3,0.1,52,71877,66620,1643,1,2,4,40,0,0,0,6,0,0,3,206,273.6,209.8,112.0,59.2,Norwich,Midfielder,Mathias Normann
405,0,4.4,1.2,0.0,16,2267,1760,208,0,1,0,5,0,0,0,0,0,0,0,39,42.0,62.1,48.0,15.2,Norwich,Midfielder,Jonathan Rowe
406,0,4.5,1.0,0.0,3,467,351,140,0,0,0,6,0,0,0,1,0,0,0,11,14.4,25.7,27.0,6.7,Norwich,Midfielder,Tony Springett
407,0,5.8,1.3,0.1,12,7454,22352,376,0,0,0,8,0,0,0,0,0,0,0,28,13.6,19.2,70.0,9.7,Southampton,Midfielder,Theo Walcott
408,1,4.4,3.0,1.2,57,156746,154522,1710,0,0,3,35,0,0,0,1,0,68,6,330,559.8,0.0,0.0,56.2,Southampton,Goalkeeper,Fraser Forster
409,0,4.3,3.2,1.2,55,473975,532171,1530,0,0,5,27,0,0,0,1,0,44,3,286,334.4,10.0,0.0,34.5,Southampton,Goalkeeper,Alex McCarthy
410,1,4.5,2.4,0.5,88,109114,111921,2890,2,2,7,52,0,0,0,9,0,0,6,487,540.6,525.2,247.0,131.5,Southampton,Midfielder,Oriol Romeu Vidal
411,0,5.9,2.9,0.1,79,57815,61162,1827,1,6,4,33,0,0,0,0,0,0,6,313,333.6,516.0,310.0,116.0,Southampton,Midfielder,Nathan Redmond
412,0,4.4,1.1,0.1,12,3852,9828,810,0,0,1,19,0,0,0,3,0,0,0,135,192.8,48.2,6.0,24.8,Southampton,Defender,Jack Stephens
413,0,5.8,2.3,0.2,57,36300,55349,1465,2,1,3,30,0,0,0,1,0,0,3,239,266.2,384.0,377.0,102.7,Southampton,Midfielder,Stuart Armstrong
414,3,6.4,4.4,5.3,159,1395323,1290848,3215,10,5,7,65,0,0,0,3,1,0,21,769,970.0,1170.6,413.0,255.5,Southampton,Midfielder,James Ward-Prowse
415,1,4.8,2.6,1.1,82,233550,207168,2630,1,3,6,49,0,0,0,5,0,0,7,481,481.8,376.9,425.0,128.0,Southampton,Defender,Kyle Walker-Peters
416,2,4.4,3.0,1.4,94,296247,267883,2629,4,0,7,52,1,0,0,10,0,0,15,499,699.6,88.1,321.0,111.2,Southampton,Defender,Jan Bednarek
417,0,6.5,3.4,2.6,103,1093888,1033747,2034,7,4,5,40,0,0,0,0,0,0,11,333,425.8,337.7,804.0,156.8,Southampton,Forward,Che Adams
418,0,4.7,2.1,0.0,29,6764,13977,802,0,2,1,18,0,0,0,2,0,0,0,81,79.4,102.2,138.0,31.7,Southampton,Midfielder,Nathan Tella
419,0,4.5,1.2,0.0,5,23864,23824,132,0,0,0,5,0,0,0,0,0,0,0,25,7.2,15.7,8.0,3.1,Southampton,Midfielder,William Smallbone
420,1,4.5,1.9,0.1,44,28526,29108,1016,0,3,1,21,0,0,0,1,0,0,3,187,177.6,209.6,79.0,46.6,Southampton,Midfielder,Ibrahima Diallo
421,0,5.2,1.1,0.0,13,4993,8778,452,0,0,1,10,0,0,0,3,0,0,0,21,45.2,88.2,130.0,26.1,Southampton,Midfielder,Moussa Djenepo
422,0,4.5,1.7,0.2,58,56374,52283,2971,0,0,6,58,1,0,0,8,1,0,4,478,730.2,139.6,330.0,119.7,Southampton,Defender,Mohammed Salisu
423,0,4.8,1.9,0.1,38,14372,18983,1621,0,1,3,33,0,0,0,3,0,0,1,189,195.2,152.7,178.0,52.4,Southampton,Defender,Romain Perraud
424,0,4.2,2.9,6.6,80,2847356,2526604,2200,1,2,7,42,0,0,0,2,0,0,7,440,437.2,327.4,221.0,98.8,Southampton,Defender,Tino Livramento
425,0,5.4,3.0,0.2,90,68854,61999,2039,4,3,8,35,0,0,0,4,0,0,6,243,393.4,373.0,719.0,148.4,Southampton,Midfielder,Mohamed Elyounoussi
426,1,5.3,2.9,7.9,92,2475672,1840563,1969,6,2,5,37,0,0,0,2,0,0,11,234,280.2,159.2,720.0,115.6,Southampton,Forward,Armando Broja
427,0,5.4,1.5,0.2,19,35247,42765,300,1,0,0,5,0,0,0,1,0,0,0,48,57.8,29.5,171.0,25.7,Southampton,Forward,Shane Long
428,1,5.7,2.5,1.4,57,856507,891454,1409,2,3,4,31,0,0,0,1,0,0,3,150,179.2,180.2,575.0,92.7,Southampton,Forward,Adam Armstrong
429,0,3.9,1.8,0.8,9,108005,67154,369,0,0,1,7,0,0,0,0,0,0,0,62,70.8,20.4,2.0,9.3,Southampton,Defender,Yan Valery
430,0,4.4,1.3,0.0,19,2289,2550,906,0,0,1,20,0,0,0,2,0,0,1,155,202.8,35.6,58.0,29.6,Southampton,Defender,Lyanco Evangelista Silveira Neves Vojnovic
431,0,4.2,1.0,0.0,2,10597,8615,180,0,0,0,5,0,0,0,1,0,6,0,23,53.2,0.0,0.0,5.4,Southampton,Goalkeeper,Willy Caballero
432,3,5.5,4.2,8.5,158,1347692,1155816,3420,0,0,16,40,0,0,0,2,0,97,11,703,746.2,23.0,0.0,76.9,Spurs,Goalkeeper,Hugo Lloris
433,7,12.5,5.2,23.4,192,4493587,3536480,3231,17,11,14,40,0,0,0,5,0,0,23,684,1036.4,674.0,1798.0,350.4,Spurs,Forward,Harry Kane
434,8,11.2,7.4,35.6,258,7099486,5720170,3009,23,10,18,30,0,0,0,2,0,0,27,819,1201.8,1051.5,1296.0,355.4,Spurs,Midfielder,Heung-Min Son
435,2,4.5,4.5,0.8,67,925647,926500,871,2,5,3,11,0,0,0,0,0,0,8,255,279.6,224.4,291.0,79.6,Spurs,Defender,Matt Doherty
436,0,4.7,3.8,6.5,132,1598682,1288484,3071,0,1,16,30,1,0,0,1,0,0,7,680,727.4,117.1,195.0,104.0,Spurs,Defender,Eric Dier
437,1,5.9,2.6,1.3,87,970540,963370,1763,2,6,8,21,0,0,0,4,0,0,4,324,390.8,490.0,431.0,131.1,Spurs,Midfielder,Lucas Rodrigues Moura da Silva
438,1,4.5,3.6,3.1,105,521494,279419,2537,1,2,12,30,0,0,0,6,0,0,3,490,501.4,203.5,254.0,96.2,Spurs,Defender,Ben Davies
439,2,4.8,3.0,2.6,109,673058,709395,3196,2,3,16,34,0,0,0,3,0,0,6,616,716.0,439.2,323.0,147.9,Spurs,Midfielder,Pierre-Emile Højbjerg
440,0,4.4,1.7,1.0,33,164381,191013,904,0,2,1,15,0,0,0,2,0,0,1,175,168.6,198.6,20.0,38.8,Spurs,Midfielder,Harry Winks
